R3DPS5;Dream Pinball 3D;
R3EEWR;Game Party 3;
R3EPWR;Game Party 3;
R3FJA4;Jikkyou Powerful Major League 3;
R3GXUG;Kidz Sports: Crazy Mini Golf;
R3HP6Z;Agent Hugo: Hula Holiday;
R3HX6Z;Agent Hugo: Hula Holiday;
R3IJ01;Metroid Prime;
R3JE5G;Go Play Circus Star;
R3KP6N;Skyscraper;
R3LEWR;Green Lantern: Rise of the Manhunters;
R3LPWR;Green Lantern: Rise of the Manhunters;
R3ME01;Metroid Prime: Trilogy;
R3MK01;Metroid Prime: Trilogy;
R3MP01;Metroid Prime: Trilogy;
R3NEXS;Guilty Gear XX Accent Core Plus;
R3NPH3;Guilty Gear XX Accent Core Plus;
R3OE01;Metroid: Other M;
R3OJ01;Metroid: Other M;
R3OP01;Metroid: Other M;
R3PEWR;Speed Racer: The Videogame;
R3PJ52;Speed Racer;
R3PPWR;Speed Racer;
R3RE8P;Sonic & SEGA All-Stars Racing;
R3RP8P;Sonic & SEGA All-Stars Racing;
R3SE52;Spider-Man: Web of Shadows;
R3SP52;Spider-Man: El Reino de las Sombras;
R3TE54;Top Spin 3;
R3TJG9;Top Spin 3;
R3TP54;Top Spin 3;
R3UJGD;Oyako de Asobo: Miffy no Omochabako;
R3VEFP;Deer Drive;
R3VPNK;Deer Drive;
R3XE6U;Sam & Max: Season One;
R3XP6V;Sam & Max: Temporada Uno;
R3YE70;Sam & Max: Season Two - Beyond Time and Space;
R3YP70;Sam & Max: Temporada Dos - Más Allá del Tiempo y del Espacio;
R3ZE69;Rock Band Track Pack: Classic Rock;
R42E69;The Sims 2: Castaway;
R42P69;Los Sims 2: Náufragos;
R43E69;EA Sports Active;
R43J13;EA Sports Active Personal Trainer Wii 30-Hi Seikatsu Kaizen Program;
R43P69;EA Sports Active;
R44J8P;Suzumiya Haruhi no Heiretsu;
R46ENS;Phantom Brave: We Meet Again;
R46JKB;Phantom Brave Wii;
R47E20;ATV Quad Kings;
R47P20;ATV Quad Kings;
R48E7D;The Spiderwick Chronicles;
R48P7D;Las Crónicas de Spiderwick;
R49E01;Donkey Kong: Jungle Beat;
R49J01;Donkey Kong: Jungle Beat;
R49P01;Donkey Kong: Jungle Beat;
R4AE69;SimAnimals;
R4AJ13;SimAnimals;
R4AP69;SimAnimals;
R4BEJZ;Championship Foosball;
R4BPGT;Futbolín;
R4CE69;SimCity Creator;
R4CJ13;SimCity Creator;
R4CK69;SimCity Creator;
R4CP69;SimCity Creator;
R4DDUS;Die drei Fragezeichen - Das verfluchte Schloss;
R4EE01;Endless Ocean: Blue World;
R4EJ01;Forever Blue: Umi no Yobigoe;
R4EP01;Endless Ocean 2: Aventuras Bajo el Mar;
R4FE20;Story Hour: Fairy Tales;
R4FP7J;Story Hour: Fairy Tales;
R4IPNK;Mad Tracks;
R4LPUG;Athletic Piggy Party;
R4LXUG;Athletic Piggy Party;
R4MJ0Q;Shikakui Atama o Maruku Suru. Wii;
R4NE5G;Major Minor's Majestic March;
R4NP5G;Major Minor's Majestic March;
R4NX5G;Major Minor's Majestic March;
R4PE69;The Sims 2: Pets;
R4PP69;Los Sims 2: Mascotas;
R4QE01;Mario Strikers Charged;
R4QJ01;Mario Strikers Charged;
R4QK01;Mario Power Soccer;
R4QP01;Mario Strikers Charged Football;
R4RE69;FIFA Soccer 10;
R4RJ13;FIFA 10 World Class Soccer;
R4RK69;FIFA 10;
R4RP69;FIFA 10;
R4RR69;FIFA 10;
R4RX69;FIFA 10;
R4RY69;FIFA 10;
R4RZ69;FIFA Soccer 10;
R4SE54;MLB Superstars;
R4VEA4;Storybook Workshop;
R4VJA4;Tele Shibai Wii;
R4WJA4;Jikkyou Powerful Major League 2009;
R4YJ2M;Sukeban Shachou Rena Wii: Neko Shachou, Tsukaeru Shain Daiboshuu.;
R4ZJ01;Fatal Frame 4: Mask of the Lunar Eclipse;
R52E08;Neopets Puzzle Adventure;
R52P08;Neopets Puzzle Adventure;
R53PFH;In The Mix Featuring Armin van Buuren;
R54FMR;Countdown: The Game;
R55P41;¿Quién Quiere Ser Millonario?;
R56EG9;Astro Boy: The Video Game;
R56PG9;Astro Boy: The Video Game;
R57FMR;Questions pour un champion;
R58DMR;U-Sing;
R58FMR;U-Sing;
R58IMR;U-Sing;
R58PMR;U-Sing;
R58SMR;U-Sing;
R59D4Q;Disney Club Penguin: ¡Día de Juegos!;
R59E4Q;Disney Club Penguin: ¡Día de Juegos!;
R59P4Q;Disney Club Penguin: ¡Día de Juegos!;
R5AE8P;The Golden Compass;
R5AP8P;La Brújula Dorada;
R5AX8P;La Brújula Dorada;
R5DE5G;Flip's Twisted World;
R5EPMR;Countdown: The Game;
R5FE41;Academy of Champions: Soccer;
R5FP41;Escuela de Campeones: Fútbol;
R5GE78;Are You Smarter Than A 5th Grader? Make the Grade;
R5IE4Q;Toy Story Mania!;
R5IP4Q;Toy Story Mania!;
R5IR4Q;Toy Story Mania!;
R5IX4Q;Toy Story Mania!;
R5JES5;Pirates vs. Ninjas Dodgeball;
R5JPS5;Pirates vs. Ninjas Dodgeball;
R5MJAF;Kotoba no Puzzle Mojipittan Wii Deluxe;
R5NJN9;Doala de Wii;
R5OENR;Party Pigs: Farmyard Games;
R5OXUG;Farmyard Party: Featuring the Olympigs;
R5PE69;Harry Potter and the Order of the Phoenix;
R5PJ13;Harry Potter and the Order of the Phoenix;
R5PP69;Harry Potter y la Orden del Fénix;
R5PX69;Harry Potter y la Orden del Fénix;
R5QPGT;Circus;
R5SERW;Mortimer Beckett and the Secrets of Spooky Manor;
R5TE69;Grand Slam Tennis;
R5TJ13;Grand Slam Tennis;
R5TP69;Grand Slam Tennis;
R5UE41;CSI: Deadly Intent;
R5UP41;CSI: Determinación Mortal;
R5VE41;James Cameron's Avatar: El Videojuego;
R5VP41;James Cameron's Avatar: El Videojuego;
R5VX41;James Cameron's Avatar: El Videojuego;
R5WEA4;Silent Hill: Shattered Memories;
R5WJA4;Silent Hill: Shattered Memories;
R5XJ13;MySims Agents;
R5XP69;MySims Agents;
R5YD78;All Star Cheerleader 2;
R5YE78;All Star Cheer Squad 2;
R5YP78;All Star Cheerleader 2;
R62E4Q;Disney Sing It: Pop Hits;
R62P4Q;Disney Sing It: Pop Hits;
R63EG9;Family Party: 30 Great Games Outdoor Fun;
R63PG9;Family Party: 30 Great Games Outdoor Fun;
R64E01;Wii Music;
R64J01;Wii Music;
R64K01;Wii Music;
R64P01;Wii Music;
R65ENR;Buck Fever;
R66E41;Press Your Luck 2010 Edition;
R67E6K;Smart Series Presents: JaJa's Adventure;
R68E5G;Go Play City Sports;
R69E36;DiRT 2;
R69P36;Colin McRae: DiRT 2;
R6APPU;Mi Nenuco juega;
R6BE78;de Blob;
R6BJ78;Blob Colorful na Kibou;
R6BK78;de Blob;
R6BP78;de Blob;
R6BX78;de Blob;
R6CEAF;We Cheer 2;
R6CJAF;WE CHEER Dancing Spirits!;
R6DFJW;Code de la Route;
R6EE41;Family Feud 2010 Edition;
R6FE41;Six Flags Fun Park;
R6FERS;Six Flags Fun Park;
R6FP41;Fun Park Party;
R6GPMR;Golden Balls;
R6HE54;Ni Hao, Kai-lan: Super Game Day;
R6HP54;Ni Hao, Kai-lan: Super Game Day;
R6IE54;Baseball Blast!;
R6JJGD;Hagane no Renkinjutsushi: Fullmetal Alchemist: Akatsuki no Ouji;
R6KP36;Ashes Cricket 2009;
R6KU36;Ashes Cricket 2009;
R6LEWR;LEGO Rock Band;
R6LPWR;LEGO Rock Band;
R6ME5Z;America's Next Top Model;
R6MPML;America's Next Top Model;
R6MXMR;Top Model;
R6NE41;Shaun White Snowboarding: World Stage;
R6NP41;Shaun White Snowboarding: World Stage;
R6NY41;Shaun White Snowboarding: World Stage;
R6OE78;Cars Race-O-Rama;
R6OP78;Cars Race-O-Rama;
R6OX78;Cars Race-O-Rama;
R6QE69;MySims Agents;
R6REJH;TrackMania: Build to Race;
R6RPHH;TrackMania;
R6TEA4;Tornado Outbreak;
R6TPA4;Tornado Outbreak;
R6VE4Z;King of Clubs;
R6VPGN;King of Clubs;
R6WE68;AMF Bowling World Lanes;
R6WP68;AMF Bowling World Lanes;
R6XE69;Hasbro: Family Game Night 2;
R6XP69;Hasbro: Juegos en Familia 2;
R6YEXS;Squeeballs Party;
R6YPH3;Squeeballs Party;
R72E5G;Cake Mania: In The Mix!;
R72P5G;Cake Mania: In the Mix!;
R74E20;Arcade Shooting Gallery;
R75E20;Dream Salon;
R76E54;NBA 2K10;
R76P54;NBA 2K10;
R77JAF;SD Gundam: GGeneration Wars;
R79JAF;Kidou Senshi Gundam: MS Sensen 0079;
R7AE69;SimAnimals Africa;
R7AJ13;SimAnimals Africa;
R7AP69;SimAnimals África;
R7BE20;Jelly Belly Ballistic Beans;
R7BP7J;Jelly Belly Ballistic Beans;
R7CJ01;Captain Rainbow;
R7EE8P;NiGHTS: Journey of Dreams;
R7EJ8P;NiGHTS: Journey of Dreams;
R7EP8P;NiGHTS: Journey of Dreams;
R7FEGD;Final Fantasy Fables: Chocobo's Dungeon;
R7FJGD;Final Fantasy Fables: Chocobo's Dungeon;
R7FPGD;Final Fantasy Fables: Chocobo's Dungeon;
R7GEAF;Dragon Ball: Revenge of King Piccolo;
R7GJAF;Dragon Ball: Tenkaichi Daibouken;
R7GPAF;Dragon Ball: Revenge of King Piccolo;
R7HE6K;Army Rescue;
R7IE69;Charm Girls Club: Pajama Party;
R7IP69;Charm Girls Club: Pajama Party;
R7KE6K;Rock Blast;
R7LP7J;Margot's Bepuzzled!;
R7MPFR;Musiic Party: Rock the House;
R7MXFR;Musiic Party: Rock the House;
R7NE20;Cold Stone Creamery: Scoop It Up;
R7OE54;NHL 2K10;
R7OP54;NHL 2K10;
R7PE01;Punch-Out!!;
R7PJ01;Punch-Out!!;
R7PP01;Punch-Out!!;
R7QE52;Chaotic: Shadow Warriors;
R7RE52;Little League World Series Baseball 2009;
R7SE5G;Escape the Museum;
R7SP5G;Escape The Museum;
R7TFJW;Pétanque Pro;
R7VEWR;Vacation Isle: Beach Party;
R7VPWR;Vacation Isle: Beach Party;
R7WE52;Mountain Sports;
R7WP52;Mountain Sports;
R7XE69;Need for Speed: Nitro;
R7XJ13;Need for Speed: Nitro;
R7XP69;Need for Speed: Nitro;
R7YFMR;Pékin Express;
R7ZE41;Team Elimination Games;
R7ZP41;Concurso Loco TV Party;
R82E52;Animal Planet: Vet Life;
R82JG0;Darts Wii DX;
R82P52;Animal Planet: Escuela Veterinaria;
R83EA4;Pop'n Music;
R83JA4;Pop'n Music;
R83PA4;Pop'n Rhythm;
R84EE9;Harvest Moon: Tree of Tranquility;
R84J99;Bokujo for Wii;
R84P99;Harvest Moon: El Árbol de la Tranquilidad;
R85EG9;The Secret Saturdays: Beasts of the 5th Sun;
R85PG9;Los Sábados Secretos: Bestias del Quinto Sol;
R86E20;Dream Dance & Cheer;
R87EVN;Ski-Doo: Snowmobile Challenge;
R88J2L;Anpanman Niko Niko Party;
R89JEL;Tokyo Friend Park II: Ketteiban: Minna de Chousen! Taikan Attraction!;
R8AE01;PokéPark Wii: Pikachu's Adventure;
R8AJ01;PokéPark Wii: Pikachu no Daibouken;
R8AP01;PokéPark Wii: La Gran Aventura de Pikachu;
R8BE41;Imagine Party Babyz;
R8BP41;Baby-sitter Party;
R8DEA4;Yu-Gi-Oh! 5D's: Duel Transer;
R8DJA4;Yu-Gi-Oh! 5D's: Duel Transer;
R8DPA4;Yu-Gi-Oh! 5D's: Master of the Cards;
R8EJQC;Earth Seeker;
R8FES5;Fast Food Panic;
R8FJHA;Takumi Restaurant ha Daihanjou!;
R8FPNP;Fast Food Panic;
R8GJC8;G1 Jockey Wii 2008;
R8GPC8;G1 Jockey 2008;
R8HE4Q;Hannah Montana: The Movie;
R8HP4Q;Hannah Montana: La Película;
R8HX4Q;Hannah Montana: La Película;
R8HY4Q;Hannah Montana: La Película;
R8HZ4Q;Hannah Montana: The Movie;
R8IE78;SpongeBob's Truth or Square;
R8IP78;Bob Esponja Atrapados en el Congelador;
R8IS78;Bob Esponja: Atrapados en el Congelador;
R8JEWR;The Lord of the Rings: Aragorn's Quest;
R8JPWR;El Señor de los Anillos: Las Aventuras de Aragorn;
R8KPKM;Street Football 2;
R8LE20;Chicken Blaster;
R8LP7J;Chicken Blaster;
R8NEA4;The Cages: Pro Style Batting Practice;
R8NJG0;Batting Revolution;
R8OE54;Ringling Bros. and Barnum & Bailey Circus;
R8OX54;Vamos al Circo;
R8PE01;Super Paper Mario;
R8PJ01;Super Paper Mario;
R8PK01;Super Paper Mario;
R8PP01;Super Paper Mario;
R8QPRT;Crazy Quiz! Are You Crazy Enough?;
R8RP41;Arthur y la Venganza de Maltazard;
R8SE41;Vacation Sports;
R8SP41;Gymkana Party;
R8SX41;Gymkana Party;
R8TENR;Tournament Pool;
R8UXMR;Adibou;
R8VE41;Petz Rescue: Wildlife Vet;
R8VP41;My Eco Planet: Veterinarios al Rescate - Aventuras por el Mundo;
R8XE52;Jurassic: The Hunted;
R8XZ52;Top Shot Dinosaur Hunter;
R8YE52;Cabela's Big Game Hunter 2010;
R8ZE8P;Daisy Fuentes Pilates;
R8ZPGT;Daisy Fuentes Pilates;
R92E01;Pikmin 2;
R92J01;Pikmin 2;
R92P01;Pikmin 2;
R94PMR;The Ultimate Red Ball Challenge;
R94XMR;The Ultimate Red Ball Challenge;
R96EAF;Klonoa;
R96JAF;Kaze no Klonoa: Door to Phantomile;
R96KAF;Klonoa: Door to Phantomile;
R96PAF;Klonoa;
R97E9B;Family Fun Football;
R9AE52;Demo Action Pack (Demo);
R9BPMT;Bob y Sus Amigos: Festival de la Diversión;
R9CPMR;I'm a Celebrity... Get Me Out of Here!;
R9DE78;Drawn to Life: The Next Chapter;
R9DP78;Drawn to Life: Reinventa tu Mundo;
R9EPNP;Brico Party: ¡Cuidado! Mancha;
R9FE36;F1 2009;
R9FJ36;F1 2009;
R9FP36;F1 2009;
R9GEWR;Legend of the Guardians: The Owls of Ga'Hoole;
R9GPWR;Ga'Hoole: La Leyenda de los Guardianes;
R9HE78;Are You Smarter Than A 5th Grader? Game Time;
R9IE01;Pikmin;
R9IJ01;Pikmin;
R9IK01;Pikmin;
R9IP01;Pikmin;
R9JE69;The Beatles: Rock Band;
R9JP69;The Beatles: Rock Band;
R9KE20;Groovin' Blocks;
R9LE41;Sleepover Party;
R9LP41;Girls Life: Pijama Party;
R9ME5Z;World Championship Athletics;
R9MPFR;Summer Athletics 2009;
R9NPMR;Family Fortunes;
R9OE69;Tiger Woods PGA Tour 10;
R9OK69;Tiger Woods PGA Tour 10;
R9OP69;Tiger Woods PGA Tour 10;
R9QPNG;Dance Party Club Hits;
R9RPNG;Dance Party Pop Hits;
R9SPPL;Sudoku Ball: Detective;
R9TE69;Tiger Woods PGA Tour 09 All-Play;
R9TJ13;Tiger Woods PGA Tour 09 All-Play;
R9TK69;Tiger Woods PGA Tour 09;
R9TP69;Tiger Woods PGA Tour 09 All-Play;
R9UE52;Build-A-Bear Workshop: Friendship Valley;
R9UPGY;Build-A-Bear Workshop: Friendship Valley;
R9VE52;Cabela's Outdoor Adventures 2010;
R9WPSP;WSC Real 09: World Snooker Championship;
R9XE52;Arcade Zone;
R9XP52;Arcade Zone;
R9YES5;Sled Shred;
R9ZE54;Major League Baseball 2K9;
RAAE01;Wii Startup Disc;
RB2E6K;Balloon Pop;
RB2J2K;Rainbow Pop;
RB2PGT;Pop!;
RB4E08;Resident Evil 4: Wii Edition;
RB4J08;Biohazard 4 Wii Edition;
RB4P08;Resident Evil 4: Wii Edition;
RB4X08;Resident Evil 4: Wii Edition;
RB5E41;Brothers In Arms: Earned In Blood;
RB5P41;Brothers in Arms: Earned in Blood;
RB6J18;Bomberman;
RB7E54;Bully: Scholarship Edition;
RB7P54;Bully: Scholarship Edition;
RB8E70;Backyard Baseball '09;
RB9D78;Bratz: La Película;
RB9E78;Bratz: The Movie;
RB9P78;Bratz: La Película;
RB9X78;Bratz: La Película;
RB9Y78;Bratz: La Película;
RBAE41;Blazing Angels: Squadrons of WWII;
RBAP41;Blazing Angels: Squadrons of WWII;
RBBE18;Bomberman Land;
RBBJ18;Bomberman Land Wii;
RBBP99;Bomberman Land Wii;
RBCP41;Telly Addicts;
RBEE52;Bee Movie Game;
RBEP52;Bee Movie: El Videojuego;
RBEX52;Bee Movie: El Videojuego;
RBFE20;Balls of Fury;
RBFP7J;Balls of Fury;
RBGE54;The Bigs;
RBGP54;The Bigs;
RBHE08;Resident Evil Archives: Resident Evil Zero;
RBHJ08;Biohazard 0;
RBHP08;Resident Evil Archives: Resident Evil Zero;
RBIEE9;Harvest Moon: Animal Parade;
RBIJ99;Bokujou Monogatari Waku Waku Animal March;
RBIP99;Harvest Moon: Animal Parade;
RBKE69;Boom Blox;
RBKJ13;Boom Blox;
RBKK69;Boom Blox;
RBKP69;Boom Blox;
RBLE8P;Bleach: Shattered Blade;
RBLJ8P;Bleach: Shattered Blade;
RBLP8P;Bleach: Shattered Blade;
RBME5G;Bust-a-Move Bash!;
RBMPGT;Bust-A-Move;
RBNEG9;Ben 10: Protector of Earth;
RBNPG9;Ben 10: Protector of Earth;
RBNXG9;Ben 10: Protector of Earth;
RBOE69;Boogie;
RBOP69;Boogie;
RBPE4Z;Brunswick Pro Bowling;
RBPPGT;Brunswick Pro Bowling;
RBQENR;Classic British Motor Racing;
RBQPUG;Classic British Motor Racing;
RBRE5G;Blast Works: Build, Trade, Destroy;
RBRP5G;Blast Works: Build, Trade, Destroy;
RBRX5G;Blast Works: Build, Trade, Destroy;
RBSJ08;Sengoku Basara 2: Heroes: Double Pack;
RBTE8P;Sega Bass Fishing;
RBTJ8P;Sega Bass Fishing;
RBTP8P;Sega Bass Fishing;
RBUE08;Resident Evil: The Umbrella Chronicles;
RBUJ08;Biohazard: The Umbrella Chronicles;
RBUK08;Biohazard: The Umbrella Chronicles;
RBUP08;Resident Evil: The Umbrella Chronicles;
RBVE52;Barbie as The Island Princess;
RBVP52;Barbie en La Princesa de los Animales;
RBWE01;Battalion Wars 2;
RBWJ01;Totsugeki Famicom Wars vs.;
RBWP01;Battalion Wars 2;
RBXJ8P;Bleach: Versus Crusade;
RBYE78;Barnyard;
RBYJ78;Barnyard;
RBYP78;El Corral: Una Fiesta Muy Bestia;
RBZE5Z;Billy the Wizard: Rocket Broomstick Racing;
RBZPUG;Billy the Wizard: Rocket Broomstick Racing;
RBZXUG;Billy the Wizard: Rocket Broomstick Racing;
RC2E78;Cars: Mater-National;
RC2P78;Cars: La Copa Internacional de Mate;
RC2X78;Cars: La Copa Internacional de Mate;
RC2Y78;Cars: La Copa Internacional de Mate;
RC3E41;Petz Catz 2;
RC3J41;Nyanko to Mahou no Boushi;
RC3P41;Catz: Diviértete con Nuevos Felinos;
RC3X41;Catz: Diviértete con Nuevos Felinos;
RC4JD9;Crayon Shin-Chan: Saikyou Kazoku Kasukabe King Wii;
RC4SGT;Shin Chan: ¡Las Nuevas Aventuras para Wii!;
RC5JDQ;Osouji Sentai Clean Keeper;
RC7E20;Sea Monsters: A Prehistoric Adventure;
RC7P7J;Sea Monsters: A Prehistoric Adventure;
RC8E7D;Crash: Mind Over Mutant;
RC8P7D;Crash: Guerra al Coco-Maníaco;
RC8X7D;Crash: Mind Over Mutant;
RC9PGN;CID: The Dummy;
RCAE78;Cars;
RCAJ78;Cars;
RCAP78;Cars;
RCAX78;Cars;
RCAY78;Cars;
RCBE52;Cabela's Big Game Hunter;
RCBP52;Cabela's Big Game Hunter;
RCCE5G;Cooking Mama: Cook Off;
RCCJC0;Cooking Mama;
RCCPGT;Cooking Mama;
RCDD52;Call of Duty 3;
RCDE52;Call of Duty 3;
RCDP52;Call of Duty 3;
RCDX52;Call of Duty 3;
RCEE5Z;Mini Desktop Racing;
RCEPUG;Mini Desktop Racing;
RCEXUG;Mini Desktop Racing;
RCFE41;Cosmic Family;
RCFP41;La Familia Cosmic;
RCGE54;Carnival Games;
RCGP54;Carnival: Juegos de Feria;
RCHEAF;We Cheer;
RCHJAF;We Cheer;
RCHPGT;We Cheer;
RCIE41;CSI: Hard Evidence;
RCIP41;CSI: Pruebas Ocultas;
RCJE8P;The Conduit;
RCJP8P;The Conduit;
RCKPGN;Sports Challenge: Desafío Deportivo;
RCLE4Q;Disney's Chicken Little: Ace in Action;
RCLP4Q;Chicken Little: As en Acción;
RCOJ99;Meitantei Conan: Tsuioku no Mirage;
RCOK99;Myeongtamjeong Conan - Chueogui Hwansang;
RCOKZF;Case Closed: The Mirapolis Investigation;
RCOPNP;Detective Conan: La Investigación de Mirápolis;
RCPE18;Kororinpa: Marble Mania;
RCPJ18;Kororinpa;
RCPP18;Kororinpa;
RCQEDA;Penny Racers Party: Turbo-Q Speedway;
RCQJDA;Choro Q Wii;
RCRE5D;Cruis'n;
RCRP5D;Cruis'n;
RCSE20;Chicken Shoot;
RCSP7J;Chicken Shoot;
RCTE5Z;Counter Force;
RCTPGT;Counter Force;
RCUE52;Cabela's Legendary Adventures;
RCVE41;Far Cry: Vengeance;
RCVP41;Far Cry: Vengeance;
RCXE78;All Star Cheer Squad;
RCXP78;All Star Cheerleader;
RCXX78;All Star Cheerleader;
RCYPGN;Cheggers Party Quiz;
RD2E41;Red Steel 2;
RD2J41;Red Steel 2;
RD2K41;Red Steel 2;
RD2P41;Red Steel 2;
RD2X41;Red Steel 2;
RD4EA4;Dance Dance Revolution: Hottest Party 2;
RD4JA4;Dance Dance Revolution: Furu Furu Party;
RD4PA4;Dance Dance Revolution: Hottest Party 2;
RD6EE9;Animal Kingdom: Wildlife Expedition;
RD6J8N;Doubutu Kisoutengai;
RD6PNP;Safar'Wii;
RD8E52;Dancing with the Stars;
RD9J18;Puzzle Series Vol. 1: Sudoku;
RDAE52;Dancing with the Stars: We Dance!;
RDBE70;Dragon Ball Z: Budokai Tenkaichi 2;
RDBJAF;Dragon Ball Z: Sparking! NEO;
RDBPAF;Dragon Ball Z: Budokai Tenkaichi 2;
RDCE78;Deadly Creatures;
RDCP78;Deadly Creatures;
RDDEA4;Dance Dance Revolution: Hottest Party;
RDDJA4;Dance Dance Revolution: Hottest Party;
RDEJ0A;Zenkoku Dekotora Matsuri;
RDFE41;Shaun White Snowboarding: Road Trip;
